"country","year","incthrl","incthrh","marratel","marrateh","gini"
"Portugal",2005,4351,54388,10.5,40,38.5
"Portugal",2006,4451,60000,10.5,42,38.1
"Portugal",2007,4454,61260,10.5,42,36.8
"Portugal",2008,4639,62546,10.5,42,36.6
"Portugal",2009,4755,64110,10.5,42,34.9
"Portugal",2010,4793,150000,11.08,45.88,35.8
"Portugal",2011,4898,153300,11.5,46.5,36.3
"Portugal",2012,4898,153300,11.5,46.5,36
"Portugal",2013,7000,80000,14.5,48,36.2
"Portugal",2014,7000,80000,14.5,48,35.6
"Portugal",2015,7000,80000,14.5,48,35.5
"Portugal",2016,7035,80000,14.5,48,35.2
"Portugal",2017,7091,80640,14.5,48,33.8
"Portugal",2018,7091,80640,14.5,48,33.5
"Portugal",2019,7091,80640,14.5,48,32.8
"Portugal",2020,7112,80882,14.5,48,34.7
"Portugal",2021,7112,80882,14.5,48,34.6
"Portugal",2022,7116,75009,14.5,48,36.3
"Portugal",2023,7479,78834,14.5,48,33.9
"Portugal",2024,7703,81199,13,48,NA
"Slovak Republic",2000,2987.452699,37442.74049,12,42,NA
"Slovak Republic",2001,2987.452699,37442.74049,12,42,NA
"Slovak Republic",2002,2987.452699,18721.37025,10,38,NA
"Slovak Republic",2003,2987.452699,18721.37025,10,38,NA
"Slovak Republic",2004,NA,NA,19,19,27.1
"Slovak Republic",2005,NA,NA,19,19,29.3
"Slovak Republic",2006,NA,NA,19,19,25.8
"Slovak Republic",2007,NA,NA,19,19,24.7
"Slovak Republic",2008,NA,NA,19,19,26
"Slovak Republic",2009,NA,NA,19,19,27.2
"Slovak Republic",2010,NA,NA,19,19,27.3
"Slovak Republic",2011,NA,NA,19,19,26.5
"Slovak Republic",2012,NA,NA,19,19,26.1
"Slovak Republic",2013,34401.74,34401.74,19,25,28.1
"Slovak Republic",2014,35022.312,35022.312,19,25,26.1
"Slovak Republic",2015,35022.312,35022.312,19,25,26.5
"Slovak Republic",2016,35022.312,35022.312,19,25,25.2
"Slovak Republic",2017,35022.312,35022.312,19,25,23.2
"Slovak Republic",2018,35268.064,35268.064,19,25,25
"Slovak Republic",2019,36256.376,36256.376,19,25,23.2
"Slovak Republic",2020,37163.36,37163.36,19,25,24.2
"Slovak Republic",2021,37981.94,37981.94,19,25,24.1
"Slovak Republic",2022,38553.01,38553.01,19,25,24.1
"Slovak Republic",2023,41445.46,41445.46,19,25,23.8
"Slovak Republic",2024,47537.98,47537.98,19,25,NA
"Slovenia",2000,4770.47,28622.81,17,50,NA
"Slovenia",2001,5338.16,32028.93,17,50,NA
"Slovenia",2002,5855.96,35135.73,17,50,29.1
"Slovenia",2003,6295.16,37770.91,17,50,30.9
"Slovenia",2004,6653.98,166.599316,17,50,24.8
"Slovenia",2005,5424.8,43106.33,16,50,24.6
"Slovenia",2006,5538.72,44011.56,16,50,24.4
"Slovenia",2007,6800,13600,16,41,24.4
"Slovenia",2008,7187.6,14375.2,16,41,23.7
"Slovenia",2009,7410.42,14820.83,16,41,24.8
"Slovenia",2010,7528.99,15057.96,16,41,24.9
"Slovenia",2011,7634.4,15268.77,16,41,24.9
"Slovenia",2012,7840.53,15681.03,16,41,25.6
"Slovenia",2013,8021.34,70907.2,16,50,26.2
"Slovenia",2014,8021.34,70907.2,16,50,25.7
"Slovenia",2015,8021.34,70907.2,16,50,25.4
"Slovenia",2016,8021.34,70907.2,16,50,24.8
"Slovenia",2017,8021.34,70907.2,16,50,24.2
"Slovenia",2018,8021.34,70907.2,16,50,24.6
"Slovenia",2019,8021.34,70907.2,16,50,24.4
"Slovenia",2020,8500,72000,16,50,24
"Slovenia",2021,8500,72000,16,50,24.3
"Slovenia",2022,8755,74160,16,45,24.3
"Slovenia",2023,8755,74160,16,50,24.7
"Slovenia",2024,8755,74160,16,50,NA
"Spain",2000,3678.194079,67433.55811,15,39.6,34.1
"Spain",2001,3678,67434,15,39.6,NA
"Spain",2002,3678.19,67433.56,15,39.6,NA
"Spain",2003,4000,45000,9.06,29.16,31.8
"Spain",2004,4000,45000,9.06,29.16,33.3
"Spain",2005,4080,45900,9.06,29.16,32.4
"Spain",2006,4161.6,46818,9.06,29.16,33.5
"Spain",2007,17360,52360,15.66,27.13,34.1
"Spain",2008,17707.2,53407.2,15.66,27.13,34.2
"Spain",2009,17707.2,53407.2,15.66,27.13,34.9
"Spain",2010,17707.2,53407.2,15.66,27.13,35.2
"Spain",2011,17707.2,175000,12,23.5,35.7
"Spain",2012,17707.2,3e+05,12.75,30.5,35.4
"Spain",2013,17707.2,3e+05,12.75,30.5,36.2
"Spain",2014,17707.2,3e+05,12.75,30.5,36.1
"Spain",2015,12450,60000,9.5,22.5,36.2
"Spain",2016,12450,60000,9.5,22.5,35.8
"Spain",2017,12450,60000,9.5,22.5,34.7
"Spain",2018,12450,60000,9.5,22.5,34.7
"Spain",2019,12450,60000,9.5,22.5,34.3
"Spain",2020,12450,60000,9.5,22.5,34.9
"Spain",2021,12450,3e+05,9.5,24.5,33.9
"Spain",2022,12450,3e+05,9.5,24.5,33.6
"Spain",2023,12450,3e+05,9.5,24.5,33.4
"Spain",2024,12450,3e+05,9.5,24.5,NA
"Sweden",2000,232600,374000,0,25,27
"Sweden",2001,252000,390400,0,25,26.5
"Sweden",2002,273800,414200,0,25,26.2
"Sweden",2003,284300,430000,0,25,25.3
"Sweden",2004,291800,441300,0,25,26.1
"Sweden",2005,298600,450500,0,25,26.8
"Sweden",2006,306000,460600,0,25,26.4
"Sweden",2007,316700,476700,0,25,27.1
"Sweden",2008,328800,495000,0,25,28.1
"Sweden",2009,367600,526200,0,25,27.3
"Sweden",2010,372100,532700,0,25,27.7
"Sweden",2011,383000,548300,0,25,27.6
"Sweden",2012,401100,574300,0,25,27.6
"Sweden",2013,413200,591600,0,25,28.8
"Sweden",2014,420800,602600,0,25,28.4
"Sweden",2015,430200,616100,0,25,29.2
"Sweden",2016,430200,625800,0,25,29.6
"Sweden",2017,438900,638500,0,25,28.8
"Sweden",2018,455300,662300,0,25,30
"Sweden",2019,490700,689300,0,25,29.3
"Sweden",2020,509300,509300,0,20,28.9
"Sweden",2021,523200,523200,0,20,29.8
"Sweden",2022,540700,540700,0,20,31.6
"Sweden",2023,598500,598500,0,20,29.3
"Sweden",2024,598500,598500,0,20,NA
"Switzerland",2000,16100,154700,0,11,33.4
"Switzerland",2001,16100,154700,0,11,NA
"Switzerland",2002,16100,154700,0,11,31.7
"Switzerland",2003,16100,154700,0,11,NA
"Switzerland",2004,16100,154700,0,11,31.6
"Switzerland",2005,16100,154700,0,11,NA
"Switzerland",2006,16900,166200,0,11,33.9
"Switzerland",2007,16900,166200,0,11,34.3
"Switzerland",2008,13600,166200,0,11,33.8
"Switzerland",2009,13600,166200,0,11,32.9
"Switzerland",2010,13600,166200,0,11,32.6
"Switzerland",2011,14400,175000,0,11,31.7
"Switzerland",2012,14500,176000,0,11,31.6
"Switzerland",2013,14500,176000,0,11,32.5
"Switzerland",2014,14500,176000,0,11,32.5
"Switzerland",2015,14500,176000,0,11,32.3
"Switzerland",2016,14500,176000,0,11,33
"Switzerland",2017,14500,176000,0,11,32.7
"Switzerland",2018,14500,176000,0,11,33.1
"Switzerland",2019,14500,176000,0,11,34
"Switzerland",2020,14500,176000,0,11,33.7
"Switzerland",2021,14500,176000,0,11,33.8
"Switzerland",2022,14500,176000,0,11,33.8
"Switzerland",2023,14800,179400,0,11,NA
"Switzerland",2024,1500,182600,0,11,NA
"T??rkiye",2000,2.5e+09,6.25e+10,15,40,NA
"T??rkiye",2001,2.8e+09,7e+10,15,40,NA
"T??rkiye",2002,3.8e+09,9.5e+10,15,40,41.4
"T??rkiye",2003,5e+09,1.2e+11,15,40,42.2
"T??rkiye",2004,6e+09,1.4e+11,15,40,41.3
"T??rkiye",2005,6600,78000,15,35,42.6
"T??rkiye",2006,7000,40000,15,35,39.6
"T??rkiye",2007,7500,43000,15,35,38.4
"T??rkiye",2008,7800,44700,15,35,39
"T??rkiye",2009,8700,50000,15,35,39
"T??rkiye",2010,8800,76200,15,35,38.8
"T??rkiye",2011,9400,80000,15,35,40
"T??rkiye",2012,10000,88000,15,35,40.2
"T??rkiye",2013,10700,94000,15,35,40.2
"T??rkiye",2014,11000,97000,15,35,41.2
"T??rkiye",2015,12000,106000,15,35,42.9
"T??rkiye",2016,12600,110000,15,35,41.9
"T??rkiye",2017,13000,110000,15,35,43.5
"T??rkiye",2018,14800,120000,15,35,42.4
"T??rkiye",2019,18000,148000,15,35,43.8
"T??rkiye",2020,22000,6e+05,15,40,43
"T??rkiye",2021,24000,650000,15,40,44.4
"T??rkiye",2022,32000,880000,15,40,44.5
"T??rkiye",2023,70000,1900000,15,40,NA
"T??rkiye",2024,110000,3e+06,15,40,NA
"United Kingdom",2000,1520,28400,10,40,38.8
"United Kingdom",2001,1880,29400,10,40,37.1
"United Kingdom",2002,1920,29900,10,40,35.1
"United Kingdom",2003,1960,30500,10,40,34.9
"United Kingdom",2004,2020,31400,10,40,34.8
"United Kingdom",2005,2090,32400,10,40,35.5
"United Kingdom",2006,2150,33300,10,40,35.9
"United Kingdom",2007,2230,34600,10,40,34.4
"United Kingdom",2008,34800,34800,20,40,35.4
"United Kingdom",2009,37400,37400,20,40,35.1
"United Kingdom",2010,37400,150000,20,50,33.7
"United Kingdom",2011,35000,150000,20,50,33.2
"United Kingdom",2012,34370,150000,20,50,33.1
"United Kingdom",2013,32010,150000,20,45,32.7
"United Kingdom",2014,31865,150000,20,45,33.1
"United Kingdom",2015,31785,150000,20,45,33.3
"United Kingdom",2016,32000,150000,20,45,33.1
"United Kingdom",2017,33500,150000,20,45,32.6
"United Kingdom",2018,34500,150000,20,45,33.7
"United Kingdom",2019,37500,150000,20,45,32.8
"United Kingdom",2020,37500,150000,20,45,32.6
"United Kingdom",2021,37700,150000,20,45,32.4
"United Kingdom",2022,37700,150000,20,45,NA
"United Kingdom",2023,37700,125140,20,45,NA
"United Kingdom",2024,37700,125140,20,45,NA
"United States",2000,26250,288350,15,39.6,40.1
"United States",2001,6000,297370,10,39.1,40.6
"United States",2002,6000,307050,10,38.6,40.4
"United States",2003,7000,311950,10,35,40.8
"United States",2004,7150,319100,10,35,40.5
"United States",2005,7300,326450,10,35,41.3
"United States",2006,7550,336550,10,35,41.7
"United States",2007,7825,349700,10,35,41.1
"United States",2008,8025,357700,10,35,41.1
"United States",2009,8350,372950,10,35,40.8
"United States",2010,8375,373650,10,35,40.2
"United States",2011,8500,379150,10,35,41.2
"United States",2012,8700,388350,10,35,41.2
"United States",2013,8925,4e+05,10,39.6,40.9
"United States",2014,9075,406750,10,39.6,41.7
"United States",2015,9225,413200,10,39.6,41.5
"United States",2016,9275,415050,10,39.6,41.3
"United States",2017,9325,418400,10,39.6,41.4
"United States",2018,9525,5e+05,10,37,41.8
"United States",2019,9700,510300,10,37,41.9
"United States",2020,9875,518400,10,37,40
"United States",2021,9950,523600,10,37,39.7
"United States",2022,10275,539900,10,37,41.7
"United States",2023,11000,578125,10,37,41.8
"United States",2024,11600,609350,10,37,NA
